chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,position
,,59859,0,0,0,0,0,3,2.8,0.0,0,Ilkay,0.0,271,False,,,55,59859.jpg,0.0,Gündogan,0.5,False,,a,Man City,43,0,1568,1568,1170,1170,0.0,0.0,Gündogan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,404,149,406,149,392,138,408,150,3.0,,3.0,,2.0,,Midfielder
,,61366,0,0,0,0,0,3,4.8,0.0,0,Kevin,0.0,272,False,,,115,61366.jpg,0.0,De Bruyne,27.3,False,,a,Man City,43,0,101656,101656,19778,19778,0.0,0.0,De Bruyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,526,215,526,215,526,215,526,215,1.0,,1.0,,1.0,,Midfielder
,,97299,0,0,0,0,0,2,3.1,0.0,0,John,0.0,273,False,,,50,97299.jpg,0.0,Stones,0.4,False,,a,Man City,43,0,566,566,700,700,0.0,0.0,Stones,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,334,143,332,143,309,137,339,143,,,,,,,Defender
,,102826,0,0,0,0,0,2,3.9,0.0,0,Benjamin,0.0,274,False,,,60,102826.jpg,0.0,Mendy,2.0,False,,a,Man City,43,0,1031,1031,2256,2256,0.0,0.0,Mendy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,471,190,471,190,467,189,473,190,,,,,,,Defender
,,103025,0,0,0,0,0,3,3.9,0.0,0,Riyad,0.0,275,False,,,85,103025.jpg,0.0,Mahrez,2.0,False,,a,Man City,43,0,4287,4287,4641,4641,0.0,0.0,Mahrez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,517,210,517,210,517,210,517,210,2.0,,2.0,,4.0,,Midfielder
,,103955,0,0,0,0,0,3,4.8,0.0,0,Raheem,0.0,276,False,,,115,103955.jpg,0.0,Sterling,3.8,False,,a,Man City,43,0,14973,14973,5222,5222,0.0,0.0,Sterling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,527,216,527,216,527,216,527,216,,,4.0,,6.0,,Midfielder
,,121145,0,0,0,0,0,2,3.5,0.0,0,João Pedro Cavaco,0.0,277,False,,,55,121145.jpg,0.0,Cancelo,1.0,False,,a,Man City,43,0,1744,1744,1598,1598,0.0,0.0,Cancelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,423,181,424,181,413,178,426,181,,,,,,,Defender
,,121160,0,0,0,0,0,1,5.0,0.0,0,Ederson,0.0,278,False,,,60,121160.jpg,0.0,Santana de Moraes,5.2,False,,a,Man City,43,0,7891,7891,4859,4859,0.0,0.0,Ederson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,476,54,477,54,473,54,478,54,,,,,,,Goalkeeper
,,126184,0,0,0,0,0,2,3.5,0.0,0,Nathan,0.0,279,False,,,55,126184.jpg,0.0,Aké,7.3,False,,a,Man City,43,0,10655,10655,9593,9593,0.0,0.0,Aké,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,425,182,426,182,415,179,428,182,,,,,,,Defender
,,146941,0,0,0,0,0,2,3.9,0.0,0,Aymeric,0.0,280,False,,,60,146941.jpg,0.0,Laporte,5.2,False,,a,Man City,43,0,7183,7183,6300,6300,0.0,0.0,Laporte,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,478,192,479,192,475,191,480,192,,,,,,,Defender
75.0,75.0,165809,0,0,0,0,0,3,2.7,0.0,0,Bernardo Mota,0.0,281,False,Muscle injury - 75% chance of playing,2020-09-08T22:30:12.089513Z,75,165809.jpg,0.0,Veiga de Carvalho e Silva,0.8,False,,d,Man City,43,0,514,514,4303,4303,0.0,0.0,Bernardo Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,511,206,511,206,510,206,511,206,4.0,,,,,,Midfielder
,,205651,0,0,0,0,0,4,4.5,0.0,0,Gabriel Fernando,0.0,282,False,,,95,205651.jpg,0.0,de Jesus,1.8,False,,a,Man City,43,0,2296,2296,2962,2962,0.0,0.0,Jesus,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,523,64,523,64,523,64,523,64,,,,,5.0,,Forward
,,206325,0,0,0,0,0,2,3.5,0.0,0,Oleksandr,0.0,283,False,,,55,206325.jpg,0.0,Zinchenko,0.5,False,,a,Man City,43,0,375,375,707,707,0.0,0.0,Zinchenko,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,443,185,444,185,436,183,445,185,,,,,,,Defender
,,209244,0,0,0,0,0,3,3.2,0.0,0,Phil,0.0,284,False,,,65,209244.jpg,0.0,Foden,4.1,False,,a,Man City,43,0,10405,10405,8300,8300,0.0,0.0,Foden,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,503,199,503,199,500,197,503,199,5.0,,,,,,Midfielder
,,220394,0,0,0,0,0,3,2.0,0.0,0,Tommy,0.0,285,False,,,45,220394.jpg,0.0,Doyle,0.1,False,,a,Man City,43,0,197,197,209,209,0.0,0.0,Doyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,279,93,273,94,243,71,285,96,,,,,,,Midfielder
,,220566,0,0,0,0,0,3,2.8,0.0,0,Rodrigo,0.0,286,False,,,55,220566.jpg,0.0,Hernandez,0.6,False,,a,Man City,43,0,947,947,1283,1283,0.0,0.0,Rodrigo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,445,168,446,169,438,163,447,169,,,,,,,Midfielder
,,224444,0,0,0,0,0,3,3.4,0.0,0,Ferran,0.0,287,False,,,70,224444.jpg,0.0,Torres,1.3,False,,a,Man City,43,0,1393,1393,2192,2192,0.0,0.0,Torres,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,510,205,510,205,509,205,510,205,,,,,,,Midfielder
,,432656,0,0,0,0,0,2,3.1,0.0,0,Eric,0.0,288,False,,,50,432656.jpg,0.0,Garcia,0.3,False,,a,Man City,43,0,383,383,652,652,0.0,0.0,Garcia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,387,167,386,167,372,164,391,167,,,,,,,Defender
,,42899,0,0,0,0,0,1,3.0,0.0,0,Sergio,0.0,289,False,,,50,42899.jpg,0.0,Romero,0.2,False,,a,Man Utd,1,0,48,48,410,410,0.0,0.0,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,307,46,304,40,276,40,313,46,,,,,,,Goalkeeper
,,43670,0,0,0,0,0,3,2.6,0.0,0,Juan,0.0,290,False,,,60,43670.jpg,0.0,Mata,0.1,False,,a,Man Utd,1,0,156,156,296,296,0.0,0.0,Mata,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,455,174,456,175,449,170,457,175,4.0,,4.0,,5.0,,Midfielder
,,51940,0,0,0,0,0,1,3.7,0.0,0,David,0.0,291,False,,,55,51940.jpg,0.0,de Gea,4.3,False,,a,Man Utd,1,0,4781,4781,3561,3561,0.0,0.0,de Gea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,402,51,404,50,390,50,406,51,,,,,,,Goalkeeper
,,55909,0,0,0,0,0,2,2.6,0.0,0,Chris,0.0,292,False,,,50,55909.jpg,0.0,Smalling,0.2,False,,a,Man Utd,1,0,251,251,440,440,0.0,0.0,Smalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,312,135,309,135,284,128,318,135,,,,,,,Defender
,,58498,0,0,0,0,0,4,2.6,0.0,0,Odion,0.0,293,False,,,65,58498.jpg,0.0,Ighalo,0.3,False,,a,Man Utd,1,0,506,506,864,864,0.0,0.0,Ighalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,492,56,493,56,489,56,493,56,,,,,,,Forward
,,58893,0,0,0,0,0,2,2.6,0.0,0,Marcos,0.0,294,False,,,50,58893.jpg,0.0,Rojo,0.1,False,,a,Man Utd,1,0,54,54,146,146,0.0,0.0,Rojo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,316,138,313,138,288,131,322,138,,,,,,,Defender
,,62398,0,0,0,0,0,3,1.9,0.0,0,Nemanja,0.0,295,False,,,50,62398.jpg,0.0,Matic,0.3,False,,a,Man Utd,1,0,529,529,596,596,0.0,0.0,Matic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,319,112,316,112,292,94,324,114,,,,,,,Midfielder
,,74208,0,0,0,0,0,3,3.2,0.0,0,Paul,0.0,296,False,,,80,74208.jpg,0.0,Pogba,1.8,False,,a,Man Utd,1,0,3998,3998,4057,4057,0.0,0.0,Pogba,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,514,208,514,208,514,208,514,208,,,3.0,,3.0,,Midfielder
,,76359,0,0,0,0,0,2,2.6,0.0,0,Phil,0.0,297,False,,,50,76359.jpg,0.0,Jones,0.1,False,,a,Man Utd,1,0,91,91,165,165,0.0,0.0,Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,324,140,321,140,297,133,329,140,,,,,,,Defender
,,95658,0,0,0,0,0,2,3.0,0.0,0,Harry,0.0,298,False,,,55,95658.jpg,0.0,Maguire,4.0,False,,a,Man Utd,1,0,5200,5200,4362,4362,0.0,0.0,Maguire,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,417,179,419,179,407,176,421,179,,,,,,,Defender
,,101582,0,0,0,0,0,3,2.3,0.0,0,Frederico,0.0,299,False,,,55,101582.jpg,0.0,Rodrigues de Paula Santos,0.2,False,,a,Man Utd,1,0,264,264,453,453,0.0,0.0,Fred,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,420,155,421,155,409,146,423,156,2.0,,5.0,,,,Midfielder
,,106760,0,0,0,0,0,2,2.6,0.0,0,Luke,0.0,300,False,,,50,106760.jpg,0.0,Shaw,1.4,False,,a,Man Utd,1,0,5112,5112,2090,2090,0.0,0.0,Shaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,337,146,335,146,314,142,342,146,6.0,,,,,,Defender
,,109322,0,0,0,0,0,3,2.6,0.0,0,Jesse,0.0,301,False,,,60,109322.jpg,0.0,Lingard,0.2,False,,a,Man Utd,1,0,374,374,581,581,0.0,0.0,Lingard,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,473,183,473,184,469,180,475,184,,,,,6.0,,Midfielder
,,141746,0,0,0,0,0,3,4.0,0.0,0,Bruno Miguel,0.0,302,False,,,105,141746.jpg,0.0,Borges Fernandes,18.4,False,,a,Man Utd,1,0,87905,87905,15667,15667,0.0,0.0,Fernandes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,525,214,525,214,525,214,525,214,1.0,,1.0,,1.0,,Midfielder
,,148225,0,0,0,0,0,4,3.8,0.0,0,Anthony,0.0,303,False,,,90,148225.jpg,0.0,Martial,12.7,False,,a,Man Utd,1,0,57552,57552,14666,14666,0.0,0.0,Martial,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,520,62,520,62,520,62,520,62,,,,,4.0,,Forward
,,156689,0,0,0,0,0,3,1.9,0.0,0,Andreas,0.0,304,False,,,50,156689.jpg,0.0,Pereira,0.1,False,,a,Man Utd,1,0,73,73,179,179,0.0,0.0,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,355,125,354,125,336,109,360,127,3.0,,6.0,,,,Midfielder
,,172649,0,0,0,0,0,1,3.7,0.0,0,Dean,0.0,305,False,,,55,172649.jpg,0.0,Henderson,3.1,False,,a,Man Utd,1,0,1101,1101,6338,6338,0.0,0.0,Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,437,53,437,52,429,52,439,53,,,,,,,Goalkeeper
,,176297,0,0,0,0,0,3,3.7,0.0,0,Marcus,0.0,306,False,,,95,176297.jpg,0.0,Rashford,5.1,False,,a,Man Utd,1,0,19429,19429,7840,7840,0.0,0.0,Rashford,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,522,213,522,213,522,213,522,213,5.0,,2.0,,1.0,,Midfielder
0.0,0.0,180804,0,0,0,0,0,2,0.0,0.0,0,Axel,0.0,307,False,Unknown - Unknown return date,2020-09-11T11:00:09.121147Z,45,180804.jpg,0.0,Tuanzebe,0.0,False,,i,Man Utd,1,0,23,23,277,277,0.0,0.0,Tuanzebe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,260,113,254,113,219,102,266,113,,,,,,,Defender
,,184667,0,0,0,0,0,2,2.6,0.0,0,Victor,0.0,308,False,,,50,184667.jpg,0.0,Lindelöf,2.0,False,,a,Man Utd,1,0,2475,2475,2748,2748,0.0,0.0,Lindelöf,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,361,157,361,157,345,154,366,157,,,,,,,Defender
,,195851,0,0,0,0,0,3,1.9,0.0,0,Scott,0.0,309,False,,,50,195851.jpg,0.0,McTominay,0.3,False,,a,Man Utd,1,0,496,496,677,677,0.0,0.0,McTominay,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,365,131,365,132,349,118,370,133,,,,,,,Midfielder
,,197365,0,0,0,0,0,2,2.6,0.0,0,Eric,0.0,310,False,,,50,197365.jpg,0.0,Bailly,0.3,False,,a,Man Utd,1,0,389,389,528,528,0.0,0.0,Bailly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,369,160,368,160,352,157,373,160,,,,,,,Defender
,,200617,0,0,0,0,0,3,2.7,0.0,0,Daniel,0.0,311,False,,,65,200617.jpg,0.0,James,0.4,False,,a,Man Utd,1,0,555,555,981,981,0.0,0.0,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,502,198,502,198,499,196,502,198,,,,,,,Midfielder
,,201084,0,0,0,0,0,2,2.1,0.0,0,Timothy,0.0,312,False,,,45,201084.jpg,0.0,Fosu-Mensah,0.1,False,,a,Man Utd,1,0,126,126,192,192,0.0,0.0,Fosu-Mensah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,269,119,263,119,229,109,275,119,,,,,,,Defender
,,214590,0,0,0,0,0,2,3.0,0.0,0,Aaron,0.0,313,False,,,55,214590.jpg,0.0,Wan-Bissaka,12.4,False,,a,Man Utd,1,0,21563,21563,12204,12204,0.0,0.0,Wan-Bissaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,444,186,445,186,437,184,446,186,,,,,,,Defender
,,216051,0,0,0,0,0,2,2.6,0.0,0,José Diogo,0.0,314,False,,,50,216051.jpg,0.0,Dalot Teixeira,0.1,False,,a,Man Utd,1,0,41,41,145,145,0.0,0.0,Dalot,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,379,165,378,165,363,162,383,165,,,,,,,Defender
,,220688,0,0,0,0,0,3,3.1,0.0,0,Mason,0.0,315,False,,,75,220688.jpg,0.0,Greenwood,7.9,False,,a,Man Utd,1,0,21178,21178,14858,14858,0.0,0.0,Greenwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,513,207,513,207,513,207,513,207,,,,,,,Midfielder
0.0,0.0,222677,0,0,0,0,0,3,0.0,0.0,0,Tahith,0.0,316,False,Joined Werder Bremen on loan until the end of the season on 16/8. - Expected back 01 Jul,2020-08-16T23:30:07.140253Z,45,222677.jpg,0.0,Chong,0.0,False,,n,Man Utd,1,0,36,36,110,110,0.0,0.0,Chong,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,282,94,276,95,246,72,288,97,,,,,,,Midfielder
,,232928,0,0,0,0,0,3,1.5,0.0,0,James,0.0,317,False,,,45,232928.jpg,0.0,Garner,0.1,False,,a,Man Utd,1,0,166,166,217,217,0.0,0.0,Garner,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,288,97,282,98,253,76,294,100,,,,,,,Midfielder
,,232937,0,0,0,0,0,2,2.1,0.0,0,Brandon,0.0,318,False,,,45,232937.jpg,0.0,Williams,1.8,False,,a,Man Utd,1,0,2130,2130,2551,2551,0.0,0.0,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,289,126,283,126,254,118,295,126,,,,,,,Defender
,,244856,0,0,0,0,0,2,1.5,0.0,0,Teden,0.0,319,False,,,40,244856.jpg,0.0,Mengi,0.7,False,,a,Man Utd,1,0,918,918,1059,1059,0.0,0.0,Mengi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,181,64,173,64,125,44,188,64,,,,,,,Defender
,,180184,0,0,0,0,0,3,2.9,0.0,0,Donny,0.0,495,False,,,70,180184.jpg,0.0,van de Beek,3.4,False,,a,Man Utd,1,0,9454,9454,6297,6297,0.0,0.0,van de Beek,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,507,202,507,202,506,202,507,202,,,,,,,Midfielder
,,40142,0,0,0,0,0,4,2.0,1.5,2,Andy,2.0,320,False,,,55,40142.jpg,2.0,Carroll,0.5,False,,a,Newcastle,4,2,3224,3224,1523,1523,0.4,0.4,Carroll,87,0,0,1,0,0,0,0,0,0,0,0,3,7.0,14.0,48.0,6.9,109,11,35,3,9,5,26,8,,,,,,,Forward
100.0,75.0,50232,0,0,0,0,0,3,2.3,1.4,3,Jonjo,3.0,321,False,,2020-09-10T14:30:12.090206Z,55,50232.jpg,3.0,Shelvey,0.3,False,,a,Newcastle,4,3,278,278,929,929,0.5,0.5,Shelvey,90,0,0,1,0,0,0,0,0,0,0,0,12,14.4,44.6,22.0,8.1,72,23,6,5,35,19,19,10,2.0,,1.0,,,,Midfielder
100.0,50.0,56983,0,0,0,0,0,3,1.9,0.7,0,Matt,0.0,322,False,,2020-09-06T00:30:15.421530Z,50,56983.jpg,0.0,Ritchie,0.1,False,,a,Newcastle,4,0,70,70,319,319,0.0,0.0,Ritchie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,313,109,310,110,285,91,319,112,1.0,,4.0,,1.0,,Midfielder
,,57145,0,0,0,0,0,2,2.6,2.1,6,Federico,6.0,323,False,,,50,57145.jpg,6.0,Fernández,1.6,False,,a,Newcastle,4,6,3036,3036,1796,1796,1.2,1.2,Fernández,90,0,0,1,0,0,0,0,0,0,0,0,27,26.0,0.1,2.0,2.8,27,8,145,48,86,24,74,25,,,,,,,Defender
25.0,25.0,58845,0,0,0,0,0,2,0.5,0.4,0,Ciaran,0.0,324,False,Lack of match fitness - 25% chance of playing,2020-09-06T00:30:15.435017Z,45,58845.jpg,0.0,Clark,0.1,False,,d,Newcastle,4,0,22,22,253,253,0.0,0.0,Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,212,82,204,82,159,64,218,82,,,,,,,Defender
,,59735,0,0,0,0,0,1,3.0,2.5,7,Karl,7.0,325,False,,,50,59735.jpg,7.0,Darlow,0.3,False,,a,Newcastle,4,7,2123,2123,752,752,1.4,1.4,Darlow,90,0,0,1,0,0,0,0,0,0,3,0,26,27.0,0.0,0.0,2.7,26,3,314,41,289,41,79,3,,,,,,,Goalkeeper
0.0,0.0,67089,0,0,0,0,0,1,0.0,0.0,0,Martin,0.0,326,False,Heel Injury - Unknown return date,2020-08-27T11:00:09.134616Z,50,67089.jpg,0.0,Dubravka,0.4,False,,i,Newcastle,4,0,130,130,2582,2582,0.0,0.0,Dubravka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,321,47,318,42,294,42,326,47,,,,,,,Goalkeeper
0.0,0.0,77359,0,0,0,0,0,2,0.0,0.0,0,Florian,0.0,327,False,Joined Deportivo Alavés on loan until the end of the season on 11/9. - Expected back 01 Jul,2020-09-11T10:00:16.876723Z,45,77359.jpg,0.0,Lejeune,0.0,False,,n,Newcastle,4,0,9,9,522,522,0.0,0.0,Lejeune,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,220,86,212,86,169,70,226,86,,,,,,,Defender
100.0,100.0,101148,0,0,0,0,0,2,2.1,1.6,6,Jamaal,6.0,328,False,,2020-08-15T10:00:11.876642Z,45,101148.jpg,6.0,Lascelles,3.9,False,,a,Newcastle,4,6,9162,9162,3199,3199,1.3,1.3,Lascelles,90,0,0,1,0,0,0,0,0,0,0,0,21,21.8,0.3,0.0,2.2,40,17,134,44,185,79,97,32,,,,,,,Defender
0.0,0.0,104547,0,0,0,0,0,4,0.0,0.0,0,Dwight,0.0,329,False,Knee injury - Expected back 12 Jan,2020-08-27T12:30:12.628215Z,60,104547.jpg,0.0,Gayle,0.0,False,,i,Newcastle,4,0,30,30,415,415,0.0,0.0,Gayle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,472,47,472,47,468,48,474,48,,,5.0,,,,Forward
,,104953,0,0,0,0,0,3,2.3,1.8,0,Christian,0.0,330,False,,,55,104953.jpg,0.0,Atsu,0.1,False,,a,Newcastle,4,0,114,114,377,377,0.0,0.0,Atsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,421,156,422,156,410,147,424,157,5.0,,,,,,Midfielder
25.0,25.0,106618,0,0,0,0,0,2,0.5,0.4,0,Paul,0.0,331,False,Lack of match fitness - 25% chance of playing,2020-09-06T00:30:15.468275Z,45,106618.jpg,0.0,Dummett,0.0,False,,d,Newcastle,4,0,12,12,136,136,0.0,0.0,Dummett,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,237,97,230,97,192,84,243,97,,,,,,,Defender
,,109528,0,0,0,0,0,2,2.1,1.6,5,Javier,5.0,332,False,,,45,109528.jpg,5.0,Manquillo,0.4,False,,a,Newcastle,4,5,936,936,388,388,1.1,1.1,Manquillo,90,0,0,1,0,0,0,0,1,0,0,0,27,22.4,19.7,2.0,4.4,39,16,22,7,82,21,45,12,,,,,,,Defender
,,111773,0,0,0,0,0,2,2.1,1.6,0,Emil,0.0,333,False,,,45,111773.jpg,0.0,Krafth,0.1,False,,a,Newcastle,4,0,54,54,267,267,0.0,0.0,Krafth,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,243,102,236,102,198,89,249,102,,,,,,,Defender
0.0,0.0,119471,0,0,0,0,0,2,0.0,0.0,0,Fabian,0.0,334,False,Shoulder Dislocation - Unknown return date,2020-08-15T10:00:11.898916Z,50,119471.jpg,0.0,Schär,0.0,False,,i,Newcastle,4,0,23,23,236,236,0.0,0.0,Schär,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,347,152,346,152,325,148,352,152,,,3.0,,,,Defender
,,151119,0,0,0,0,0,2,2.1,1.6,0,DeAndre,0.0,335,False,,,45,151119.jpg,0.0,Yedlin,0.5,False,,a,Newcastle,4,0,395,395,1400,1400,0.0,0.0,Yedlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,249,105,242,105,204,92,255,105,,,,,,,Defender
,,153127,0,0,0,0,0,3,1.9,1.4,2,Isaac,2.0,336,False,,,50,153127.jpg,2.0,Hayden,0.1,False,,a,Newcastle,4,2,163,163,245,245,0.4,0.4,Hayden,90,0,0,1,0,0,0,0,1,0,0,0,12,12.8,2.0,0.0,1.5,80,28,95,59,334,107,122,56,,,,,,,Midfielder
,,155513,0,0,0,0,0,3,1.9,1.4,0,Rolando,0.0,337,False,,,50,155513.jpg,0.0,Aarons,0.1,False,,a,Newcastle,4,0,181,181,392,392,0.0,0.0,Aarons,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,354,124,353,124,335,108,359,126,,,,,,,Midfielder
,,170137,0,0,0,0,0,3,2.3,1.8,3,Allan,3.0,338,False,,,55,170137.jpg,3.0,Saint-Maximin,22.9,False,,a,Newcastle,4,3,18882,18882,31098,31098,0.5,0.5,Saint-Maximin,74,0,0,1,0,0,0,0,0,0,0,0,7,3.8,2.8,5.0,1.2,129,56,87,53,69,40,130,60,,,,,,,Midfielder
,,179018,0,0,0,0,0,3,2.6,2.1,4,Miguel,4.0,339,False,,,60,179018.jpg,4.0,Almirón,1.1,False,,a,Newcastle,4,4,1520,1520,2493,2493,0.7,0.7,Almirón,5,0,1,0,0,0,0,0,0,0,0,0,13,17.4,11.4,20.0,4.9,60,18,51,30,43,25,38,19,,,,,2.0,,Midfielder
,,180974,0,0,0,0,0,4,2.3,1.8,1,Joelinton Cássio,1.0,340,False,,,60,180974.jpg,1.0,Apolinário de Lira,0.4,False,,a,Newcastle,4,1,561,561,1774,1774,0.2,0.2,Joelinton,15,0,0,0,0,0,0,0,0,0,0,0,4,7.2,11.2,8.0,2.6,107,10,55,9,58,15,86,15,,,,,,,Forward
,,196118,0,0,0,0,0,4,1.8,1.3,0,Yoshinori,0.0,341,False,,,50,196118.jpg,0.0,Muto,0.5,False,,a,Newcastle,4,0,1649,1649,1625,1625,0.0,0.0,Muto,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,367,28,367,30,351,31,372,31,,,,,,,Forward
0.0,0.0,232977,0,0,0,0,0,2,0.0,0.0,0,Kelland,0.0,342,False,Joined Plymouth Argyle on loan until the end of the season on 24/8. - Expected back 01 Jul,2020-08-24T18:30:13.507340Z,40,232977.jpg,0.0,Watts,0.4,False,,n,Newcastle,4,0,282,282,1110,1110,0.0,0.0,Watts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,180,63,172,63,123,42,187,63,,,,,,,Defender
,,180135,0,0,0,0,0,3,1.9,1.4,1,Sean,1.0,480,False,,,50,180135.jpg,1.0,Longstaff,0.1,False,,a,Newcastle,4,1,110,110,349,349,0.2,0.2,Sean Longstaff,2,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.3,0.0,0.1,153,75,136,75,343,116,160,79,3.0,,2.0,,,,Midfielder
,,83314,0,0,0,0,1,3,1.9,1.4,14,Jeff,14.0,485,True,,,50,83314.jpg,14.0,Hendrick,1.0,False,,a,Newcastle,4,14,33783,33783,3549,3549,2.8,2.8,Hendrick,90,1,1,1,0,0,0,0,0,0,0,3,41,67.0,13.4,23.0,10.3,3,2,38,23,31,15,8,5,,,,,,,Midfielder
